categories,dates,event_links,event_titles
VolunteerFree,10/01/2017,https://www.nycgovparks.org/events/2017/10/01/forest-crew,Forest Crew
"Nature,History,ToursFree",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/heather-garden-and-estate-history-tour-with-historian-robin-boomer,Heather Garden and Estate History Tour with Historian Robin Boomer
"Accessible,Best for Kids,Sports",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/youth-wheelchair-basketball-host-by-new-york-rolling-fury,Youth Wheelchair Basketball Hosted by New York Rolling Fury
"Nature,Art,WaterfrontFree",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/socrates-annual-opening,Socrates Annual Opening
"Concerts,Free Summer ConcertsFree",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/ingardens-free-jazz-concerts,InGardens Free Jazz Concerts
Best for KidsFree,10/01/2017,https://www.nycgovparks.org/events/2017/10/01/the-amazing-michaels-juggling-show-at-fantasy-forest-amusement-park,The Amazing Michael’s Juggling Show at Fantasy Forest Amusement Park
"Education,Nature,Art,History,ToursFree",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/field-trip-to-the-gardens-at-the-met-cloisters,Field Trip to the Gardens at the Met Cloisters
"Nature,Tours",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/garden-highlights-walk,Garden Highlights Walk
"Nature,History,Tours",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/central-park-tour-hallett-nature-sanctuary-and-the-pond,Central Park Tour: Hallett Nature Sanctuary and the Pond
"Accessible,Education,Best for KidsFree",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/tinker-lab-fall-2017-open-house-electronic-instruments,Tinker Lab Fall 2017 Open House: Electronic Instruments
"Art,Talks",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/meet-the-artists-beth-ganz-mona-kamal,Meet the Artists: Beth Ganz & Mona Kamal
Best for KidsFree,10/01/2017,https://www.nycgovparks.org/events/2017/10/01/the-amazing-michaels-juggling-show-at-fantasy-forest-amusement-park1,The Amazing Michael’s Juggling Show at Fantasy Forest Amusement Park
"Birding,Nature,WildlifeFree",10/02/2017,https://www.nycgovparks.org/events/2017/10/02/bryant-park-fall-birding-tours,Bryant Park Fall Birding Tours
VolunteerFree,10/02/2017,https://www.nycgovparks.org/events/2017/10/02/prospect-park-alliance-monday-eastside-revival,Prospect Park Alliance Monday Eastside Revival
"Art,History,ToursFree",10/02/2017,https://www.nycgovparks.org/events/2017/10/02/conference-house-inside-out,Conference House: Inside Out
"Nature,History,Tours",10/02/2017,https://www.nycgovparks.org/events/2017/10/02/central-park-tour-the-ramble,Central Park Tour: The Ramble
"Nature,VolunteerFree",10/02/2017,https://www.nycgovparks.org/events/2017/10/02/street-tree-workshop-learn-about-caring-for-nyc-street-trees,Street Tree Workshop: Learn How to Care for NYC Street Trees
FitnessFree,10/03/2017,https://www.nycgovparks.org/events/2017/10/03/morning-fitness-at-fort-tryon-park,Morning Fitness at Fort Tryon Park
"Nature,Fitness,Waterfront,Outdoor Fitness,SeniorsFree",10/03/2017,https://www.nycgovparks.org/events/2017/10/03/fitness-walk,Fitness Walk
"Art,History,Tours,SeniorsFree",10/03/2017,https://www.nycgovparks.org/events/2017/10/03/tour-of-gracie-mansion,Tour of Gracie Mansion
"Nature,Volunteer,SeniorsFree",10/03/2017,https://www.nycgovparks.org/events/2017/10/03/biweekly-gardening-club,Bi-weekly Gardening Club
"Art,History,ToursFree",10/03/2017,https://www.nycgovparks.org/events/2017/10/03/conference-house-inside-out,Conference House: Inside Out
"Art,History,Tours,SeniorsFree",10/03/2017,https://www.nycgovparks.org/events/2017/10/03/tour-of-gracie-mansion1,Tour of Gracie Mansion
"Education,Nature,History,ToursFree",10/03/2017,https://www.nycgovparks.org/events/2017/10/03/central-park-tour-midpark-welcome-tour,Central Park Tour: Mid-Park Welcome Tour
"Nature,ToursFree",10/03/2017,https://www.nycgovparks.org/events/2017/10/03/garden-highlights-walk,Garden Highlights Walk
"Art,History,Tours,SeniorsFree",10/03/2017,https://www.nycgovparks.org/events/2017/10/03/tour-of-gracie-mansion2,Tour of Gracie Mansion
"Art,History,Tours,SeniorsFree",10/03/2017,https://www.nycgovparks.org/events/2017/10/03/tour-of-gracie-mansion3,Tour of Gracie Mansion
"Accessible,Sports",10/03/2017,https://www.nycgovparks.org/events/2017/10/03/wheelchair-basketball-open-gym-hosted-by-the-axis-project-wheelchair-basketball,Wheelchair Basketball Open Gym Hosted by the Axis Project Wheelchair Basketball
"Accessible,Fitness,Outdoor Fitness,SeniorsFree",10/04/2017,https://www.nycgovparks.org/events/2017/10/04/outdoor-exercise-with-nancy-bruning,Outdoor Exercise with Nancy Bruning
"Birding,Nature,Tours,WildlifeFree",10/04/2017,https://www.nycgovparks.org/events/2017/10/04/bird-walk-at-the-battery-with-nyc-audubon,Bird Walk at The Battery with NYC Audubon
"Nature,VolunteerFree",10/04/2017,https://www.nycgovparks.org/events/2017/10/04/farm-and-compost-volunteer-days,Farm and Compost Volunteer Days
"Education,NatureFree",10/04/2017,https://www.nycgovparks.org/events/2017/10/04/farm-garden-work-days-nyc-compost-project,Farm & Garden Work Days (NYC Compost Project)
"Accessible,TalksFree",10/04/2017,https://www.nycgovparks.org/events/2017/10/04/basic-sign-language,Basic Sign Language
"Education,ToursFree",10/04/2017,https://www.nycgovparks.org/events/2017/10/04/bryant-park-public-tours,Bryant Park Public Tours
"Nature,History,ToursFree",10/04/2017,https://www.nycgovparks.org/events/2017/10/04/central-park-tour-heart-of-the-park,Central Park Tour: Heart of the Park
Arts & CraftsFree,10/04/2017,https://www.nycgovparks.org/events/2017/10/04/special-express-arts,Special Express Arts 1
"Education,NatureFree",10/04/2017,https://www.nycgovparks.org/events/2017/10/04/turn-learn-nyc-compost-project,Turn & Learn (NYC Compost Project)
NatureFree,10/04/2017,https://www.nycgovparks.org/events/2017/10/04/farm-open-hours,Farm Open Hours
"Education,FoodFree",10/04/2017,https://www.nycgovparks.org/events/2017/10/04/growing-intergenerational-gardens-hot-pepper-sauce-and-cultivation-practices-from-around-the-globe,Growing Intergenerational Gardens: Hot Pepper Sauce and Cultivation Practices from Around the Globe
"Fitness,Outdoor Fitness,HikingFree",10/04/2017,https://www.nycgovparks.org/events/2017/10/04/evening-group-hike-at-the-greenbelt-nature-center,Evening Group Hike at the Greenbelt Nature Center
FitnessFree,10/05/2017,https://www.nycgovparks.org/events/2017/10/05/morning-fitness-at-fort-tryon-park,Morning Fitness at Fort Tryon Park
"Nature,Fitness,Waterfront,Outdoor Fitness,SeniorsFree",10/05/2017,https://www.nycgovparks.org/events/2017/10/05/fitness-walk,Fitness Walk
"Accessible,FitnessFree",10/05/2017,https://www.nycgovparks.org/events/2017/10/05/shape-up-dance-movement-for-fitness,Shape Up NYC: Dance Movement for Fitness
"Nature,Volunteer,SeniorsFree",10/05/2017,https://www.nycgovparks.org/events/2017/10/05/biweekly-gardening-club,Bi-weekly Gardening Club
"Art,History,ToursFree",10/05/2017,https://www.nycgovparks.org/events/2017/10/05/conference-house-inside-out,Conference House: Inside Out
"Education,Nature,ToursFree",10/05/2017,https://www.nycgovparks.org/events/2017/10/05/central-park-tour-stroll-to-strawberry-fields,Central Park Tour: Stroll to Strawberry Fields
"Accessible,Markets,Food",10/05/2017,https://www.nycgovparks.org/events/2017/10/05/hudson-yards-farmers-market,Hudson Yards Farmers Market
"Accessible,Fitness,Sports",10/05/2017,https://www.nycgovparks.org/events/2017/10/05/special-olympic-sports-training,Special Olympic Sports Training
"Education,Nature,History,ToursFree",10/05/2017,https://www.nycgovparks.org/events/2017/10/05/tour-the-battery,Tour The Battery
VolunteerFree,10/05/2017,https://www.nycgovparks.org/events/2017/10/05/horticulture-volunteer-day,Horticulture Volunteer Day
"Birding,Nature,WildlifeFree",10/05/2017,https://www.nycgovparks.org/events/2017/10/05/bryant-park-fall-birding-tours,Bryant Park Fall Birding Tours
"Accessible,SportsFree",10/05/2017,https://www.nycgovparks.org/events/2017/10/05/nyc-parks-wheelchair-softball,NYC Parks Wheelchair Softball
"Fitness,Sports,Outdoor FitnessFree",10/05/2017,https://www.nycgovparks.org/events/2017/10/05/open-track-night,Open Track Night
"Art,History,ToursFree",10/06/2017,https://www.nycgovparks.org/events/2017/10/06/conference-house-inside-out,Conference House: Inside Out
