categories,dates,event_links,event_titles
VolunteerFree,09/18/2017,https://www.nycgovparks.org/events/2017/09/18/prospect-park-alliance-monday-eastside-revival,Prospect Park Alliance Monday Eastside Revival
"Art,History,ToursFree",09/18/2017,https://www.nycgovparks.org/events/2017/09/18/conference-house-inside-out,Conference House: Inside Out
"Education,Nature,History,Tours",09/18/2017,https://www.nycgovparks.org/events/2017/09/18/central-park-tour-the-art-of-the-park,Central Park Tour: The Art of the Park
"Education,VolunteerFree",09/18/2017,https://www.nycgovparks.org/events/2017/09/18/workshop-for-new-volunteers-how-to-get-involved-with-your-park,Workshop for New Volunteers: How to Get Involved With Your Park
"Film,Free Summer Movies,Movies Under the StarsFree",09/18/2017,https://www.nycgovparks.org/events/2017/09/18/movies-under-the-stars-dirty-dancing,Movies Under the Stars: Dirty Dancing
FitnessFree,09/19/2017,https://www.nycgovparks.org/events/2017/09/19/morning-fitness-at-fort-tryon-park,Morning Fitness at Fort Tryon Park
"Education,FitnessFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/bryant-park-tai-chi,Bryant Park Tai Chi
"Fitness,Outdoor FitnessFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/meditation,Meditation
"Nature,Fitness,Waterfront,Outdoor Fitness,SeniorsFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/fitness-walk,Fitness Walk
"Accessible,Arts & Crafts,Best for KidsFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/tiny-tots-stories-and-art,Tiny Tots Stories and Art
"Accessible,Art,HistoryFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Fitness,Outdoor FitnessFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/tai-chi,Tai Chi
"Art,History,Tours,SeniorsFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/tour-of-gracie-mansion,Tour of Gracie Mansion
"Arts & Crafts,SeniorsFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/upcycletoartvintage-and-steam-punk,Up-Cycle-to-Art/Vintage and Steam Punk
"Nature,Volunteer,SeniorsFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/biweekly-gardening-club,Bi-weekly Gardening Club
"Art,History,ToursFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/conference-house-inside-out,Conference House: Inside Out
"Art,History,Tours,SeniorsFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/tour-of-gracie-mansion1,Tour of Gracie Mansion
"Nature,ToursFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/garden-highlights-walk,Garden Highlights Walk
"Education,Nature,History,Tours,Seniors",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/central-park-tour-north-woods,Central Park Tour: North Woods
"Accessible,Arts & Crafts,Best for KidsFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/kids-mixed-media-arts,Kids Mixed Media Arts
"Art,History,Tours,SeniorsFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/tour-of-gracie-mansion2,Tour of Gracie Mansion
"Art,Tours",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/gallery-tour,Gallery Tour
"Arts & Crafts,Best for KidsFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/kids-le-petit-art,Kids Le Petit Art
"Art,History,Tours,SeniorsFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/tour-of-gracie-mansion3,Tour of Gracie Mansion
"Arts & Crafts,EducationFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/welcome-the-garden-is-open-making-aframe-sandwich-boards,Welcome! The Garden is Open: Making A-Frame Sandwich Boards
"Fitness,Waterfront,Outdoor FitnessFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/yoga-in-the-park,Yoga in the Park
"Education,Fitness,Sports,Outdoor FitnessFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/summer-on-the-hudson-riverside-hiit,Summer on the Hudson: Riverside HIIT
"Dance,Fitness,Waterfront,Outdoor FitnessFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/summer-on-the-hudson-bodyroll-workout-w-viva,Summer on the Hudson: Bodyroll Workout with VIVA!
"Fitness,Outdoor FitnessFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/yoga,Yoga
FitnessFree,09/19/2017,https://www.nycgovparks.org/events/2017/09/19/nyrr-open-run-brooklyn-bridge-park,NYRR Open Run: Brooklyn Bridge Park
FitnessFree,09/19/2017,https://www.nycgovparks.org/events/2017/09/19/nyrr-open-run-silver-lake-park,NYRR Open Run: Silver Lake Park
"Fitness,Outdoor FitnessFree",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/free-bootcamp-class,Free Bootcamp Class
"Accessible,Sports",09/19/2017,https://www.nycgovparks.org/events/2017/09/19/wheelchair-basketball-open-gym-hosted-by-the-axis-project-wheelchair-basketball,Wheelchair Basketball Open Gym Hosted by the Axis Project Wheelchair Basketball
"Fitness,Outdoor FitnessFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/bryant-park-boot-camp,Bryant Park Boot Camp
"Accessible,Fitness,Outdoor Fitness,SeniorsFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/outdoor-exercise-with-nancy-bruning,Outdoor Exercise with Nancy Bruning
"Nature,VolunteerFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/farm-and-compost-volunteer-days,Farm and Compost Volunteer Days
"Accessible,Art,HistoryFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Volunteer,It's My ParkFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/its-my-park-at-gilbert-ramirez-park,It's My Park at Gilbert Ramirez Park
"Education,ToursFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/bryant-park-public-tours,Bryant Park Public Tours
"Education,Nature,History,Tours,Seniors",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/central-park-tour-iconic-views-of-central-park,Central Park Tour: Iconic Views of Central Park
Arts & CraftsFree,09/20/2017,https://www.nycgovparks.org/events/2017/09/20/special-express-arts,CANCELLED: Special Express Arts 1
"Arts & Crafts,SeniorsFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/adults-le-petit-zen-art,CANCELLED: Adults Le Petit Zen Art
"Arts & Crafts,Best for KidsFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/recycle-to-art,Recycle to Art
NatureFree,09/20/2017,https://www.nycgovparks.org/events/2017/09/20/farm-open-hours,Farm Open Hours
"Volunteer,It's My ParkFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/its-my-park-at-northerleigh-park,It's My Park at Northerleigh Park
"Dance,Fitness,Waterfront,Outdoor FitnessFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/dance-fitness-in-the-park,Dance Fitness in the Park
"Education,Nature,Tours,WaterfrontFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/wildflower-meadow-tour,Wildflower Meadow Tour
"Dance,Fitness,Waterfront,Outdoor FitnessFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/zumba,Zumba
ToursFree,09/20/2017,https://www.nycgovparks.org/events/2017/09/20/design-tour-elevated-design,Design Tour: Elevated Design
"Arts & Crafts,Education,Art,SeniorsFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/arts-culture-fun-make-your-mark,"Arts, Culture & Fun: Make Your Mark"
"Fitness,Outdoor Fitness,HikingFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/evening-group-hike-at-the-greenbelt-nature-center,Evening Group Hike at the Greenbelt Nature Center
"Fitness,Waterfront,Outdoor FitnessFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/summer-on-the-hudson-yoga-evening-salute-to-the-sun,Summer on the Hudson: Yoga Evening Salute to the Sun
"Fitness,Waterfront,Outdoor FitnessFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/yoga-in-the-battery,Yoga in The Battery
"Fitness,Outdoor FitnessFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/fitness-class-with-orangetheory,Fitness Class with Orangetheory!
"Film,Theater,Free Summer Movies,Movies Under the StarsFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/movies-under-the-stars-west-side-story-1961,Movies Under the Stars: West Side Story (1961)
"Film,Free Summer Movies,WaterfrontFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/outdoor-movie-night-malcolm-x,Outdoor Movie Night: Malcolm X
"Film,Free Summer Movies,Movies Under the StarsFree",09/20/2017,https://www.nycgovparks.org/events/2017/09/20/movies-under-the-stars-beauty-and-the-beast2,Movies Under the Stars: Beauty and the Beast
FitnessFree,09/21/2017,https://www.nycgovparks.org/events/2017/09/21/morning-fitness-at-fort-tryon-park,Morning Fitness at Fort Tryon Park
"Education,FitnessFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/bryant-park-tai-chi,Bryant Park Tai Chi
"Nature,Fitness,Waterfront,Outdoor Fitness,SeniorsFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/fitness-walk,Fitness Walk
"Accessible,Art,HistoryFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Accessible,FitnessFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/shape-up-dance-movement-for-fitness,Shape Up NYC: Dance Movement for Fitness
"Nature,Volunteer,SeniorsFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/biweekly-gardening-club,Bi-weekly Gardening Club
"Art,History,ToursFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/conference-house-inside-out,Conference House: Inside Out
"Education,Nature,ToursFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/central-park-tour-stroll-to-strawberry-fields,Central Park Tour: Stroll to Strawberry Fields
"Accessible,Markets,Food",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/hudson-yards-farmers-market,Hudson Yards Farmers Market
"Education,Nature,History,ToursFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/tour-the-battery,Tour The Battery
"Arts & Crafts,Best for KidsFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/kids-imaginative-arts,Kids Imaginative Arts
"Education,Games,Best for KidsFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/summer-on-the-hudson-human-chess,Summer on the Hudson: Human Chess
"Birding,Nature,WildlifeFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/bryant-park-fall-birding-tours,Bryant Park Fall Birding Tours
"Accessible,SportsFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/nyc-parks-wheelchair-softball,NYC Parks Wheelchair Softball
"Fitness,Sports,Outdoor FitnessFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/open-track-night,Open Track Night
"Fitness,Outdoor FitnessFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/summer-on-the-hudson-yoga-flow,Summer on the Hudson: Yoga Flow
FitnessFree,09/21/2017,https://www.nycgovparks.org/events/2017/09/21/nyrr-open-run-flushing-meadows-corona-park,NYRR Open Run: Flushing Meadows Corona Park
"Accessible,Film,Free Summer Movies,Movies Under the StarsFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/movies-under-the-stars-white-men-cant-jump-r,Movies Under the Stars: White Men Can't Jump (R)
"Film,Free Summer Movies,Movies Under the StarsFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/movies-under-the-stars-breakfast-at-tiffanys-1960,Movies Under the Stars: Breakfast at Tiffany's (1960)
"Film,Free Summer Movies,Movies Under the StarsFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/movies-under-the-stars-guardians-of-the-galaxy-vol-2,Movies Under the Stars: Guardians of the Galaxy Vol. 2
"Film,Free Summer MoviesFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/free-movies-in-hudson-park-back-to-the-future,Free Movies in Hudson Park: Back to the Future
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/21/2017,https://www.nycgovparks.org/events/2017/09/21/movies-under-the-stars-captain-underpants,Movies Under the Stars: Captain Underpants
"Accessible,Art,HistoryFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Art,History,ToursFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/conference-house-inside-out,Conference House: Inside Out
"Education,Nature,History,Tours,Seniors",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/central-park-tour-iconic-views-of-central-park,Central Park Tour: Iconic Views of Central Park
"Nature,Tours,Waterfront,WildlifeFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/weekend-nature-exploration,Weekend Nature Exploration
"Nature,Best for Kids,HikingFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/autumn-equinox-discovery-hike,Autumn Equinox: Discovery Hike
"Accessible,Arts & Crafts,Art,SeniorsFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/adult-imaginative-arts,Adult Imaginative Arts
"Arts & Crafts,Best for Kids,Fourth of JulyFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/seasonal-arts-and-crafts,Seasonal Arts and Crafts
SportsFree,09/22/2017,https://www.nycgovparks.org/events/2017/09/22/girls-basketball-clinic,Girls Basketball Clinic
"Concerts,Dance,Festivals,Games,FoodFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/bryant-park-square-dance,Bryant Park Square Dance
"Accessible,Games,WaterfrontFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/summer-on-the-hudson-bingo,Summer on the Hudson: Bingo
"Accessible,Art,Fitness,Best for KidsFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/yoga-and-public-art-in-virginia-park,Yoga and Public Art in Virginia Park
"Accessible,Dance,ArtFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/d-a-n-c-i-t-e-c-t-u-r-e-constellation-in-seward-park,D A N C I T E C T U R E @ Constellation Performance in Seward Park
"Film,Free Summer Movies,Movies Under the StarsFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/movies-under-the-stars-kong-skull-island1,Movies Under the Stars: Kong: Skull Island
"Accessible,Film,Movies Under the StarsFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/movies-under-the-stars-rogue-one-a-star-wars-story,Movies Under the Stars: Rogue One: A Star Wars Story
"Accessible,Film,Free Summer Movies,Movies Under the StarsFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/movies-under-the-stars-wonder-woman-2017,Movies Under the Stars: Wonder Woman (2017)
"Film,Free Summer Movies,Movies Under the StarsFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/movies-under-the-stars-power-rangers-2017,Movies Under the Stars: Power Rangers (2017)
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/movies-under-the-stars-the-mighty-ducks,Movies Under the Stars: The Mighty Ducks
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/movies-under-the-stars-the-lego-batman-movie,Movies Under the Stars: The LEGO Batman Movie
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/22/2017,https://www.nycgovparks.org/events/2017/09/22/movies-under-the-stars-ice-age-collision-course,Movies Under the Stars: Ice Age: Collision Course
FitnessFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/van-cortlandt-track-club,Van Cortlandt Track Club
"Birding,Education,Nature,Tours,WildlifeFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/bird-walks,Bird Walks
"Markets,Food,WaterfrontFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/socrates-farmers-market,Socrates Farmers Market
FitnessFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/morning-fitness-at-fort-tryon-park,Morning Fitness at Fort Tryon Park
FitnessFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/nyrr-open-run-soundview-park,NYRR Open Run: Soundview Park
"Fitness,Outdoor FitnessFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/nyrr-open-run-astoria-park,NYRR Open Run: Astoria Park
FitnessFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/nyrr-open-run-canarsie-park,NYRR Open Run: Canarsie Park
FitnessFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/nyrr-open-run-inwood-hill-park,NYRR Open Run: Inwood Hill Park
FitnessFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/nyrr-open-run-st-marys-park,NYRR Open Run: St. Mary's Park
"Volunteer,It's My ParkFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/its-my-park-at-northerleigh-park,It's My Park at Northerleigh Park
"Volunteer,It's My ParkFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/its-my-park-at-rainey-park,It's My Park at Rainey Park
"Markets,Food",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/hattie-carthan-community-saturday-farmers-market,Hattie Carthan Community Saturday Farmers Market
"Accessible,Art,HistoryFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Volunteer,It's My ParkFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/its-my-park-at-paul-raimonda-playground,It's My Park at Paul Raimonda Playground
"Accessible,FitnessFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/shape-up-zumbaadults,Shape Up NYC: Zumba - Adults
"Nature,Volunteer,WaterfrontFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/green-team,Green Team
"Education,Nature,Fitness,Best for Kids,Tours,Outdoor Fitness,SeniorsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/claremont-in-motion-bike-ride,Claremont in Motion Bike Ride
"Volunteer,It's My ParkFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/its-my-park-at-owls-head-park,It's My Park at Owl's Head Park
"Birding,Nature,WildlifeFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/rangers-choice-birding-road-trip,Ranger's Choice: Birding Road Trip
"Arts & Crafts,Nature,Best for KidsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/family-art-project-wave-hill-ecology-in-a-bowl,Family Art Project: Wave Hill Ecology in a Bowl
"Volunteer,It's My ParkFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/its-my-park-at-red-hook-recreation-area,It's My Park at Red Hook Recreation Area
VolunteerFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/saturday-woodland-corps,Saturday Woodland Corps
AccessibleFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/the-major-league-wheelchair-softball-tournament,The 17th Annual Major League Wheelchair Softball Tournament
"Volunteer,It's My ParkFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/its-my-park-at-drew-playground,It's My Park at Drew Playground
"Art,History,ToursFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/conference-house-inside-out,Conference House: Inside Out
"Fitness,Outdoor FitnessFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/summer-on-the-hudson-butt-gut,Summer on the Hudson: Butt & Gut
"Dance,Fitness,Sports,Waterfront,Outdoor FitnessFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/summer-on-the-hudson-shape-up-nyc-zumba-in-west-harlem-piers-park,Summer on the Hudson: Shape Up NYC Zumba in West Harlem Piers Park
Best for KidsFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/stories-at-the-statue-of-hans-christian-andersen,Stories at the Statue of Hans Christian Andersen
"Art,Fitness,Sports,Outdoor Fitness,SeniorsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/public-art-and-yoga-in-fort-greene-park,Public Art and Yoga In Fort Greene Park
"Nature,ToursFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/garden-highlights-walk,Garden Highlights Walk
"Nature,HikingFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/nature-exploration-hike-moderate,Nature Exploration Hike (Moderate)
"Birding,NatureFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/birding,Birding
"Arts & Crafts,Education,Nature,Games,Best for Kids,Waterfront,FishingFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/get-hooked,Get Hooked
"Nature,Festivals,Games,Best for Kids,Fall FestivalsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/harlem-growns-fall-harvest-fair,Harlem Grown's Fall Harvest Fair
"Volunteer,It's My ParkFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/its-my-park-at-tompkinsville-park,It's My Park at Tompkinsville Park
"Festivals,Games,Best for Kids,Markets,FoodFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/harvest-festival-at-hollenback-community-garden,Harvest Festival at Hollenback Community Garden
"Education,Nature,Best for Kids,Tours,Food,Talks,WaterfrontFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/urban-farm-exploration-day,Urban Farm Exploration Day
"Arts & Crafts,Nature,Art,Festivals,Games,History,Best for Kids,Food,Fall Festivals",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/35th-annual-queens-county-fair,35th Annual Queens County Fair
"Birding,Nature,WildlifeFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/introduction-to-bird-watching,Introduction to Bird Watching
"Art,Best for Kids,ToursFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/family-gallery-tour,Family Gallery Tour
"Education,Nature",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/making-an-indoor-worm-bin,Making an Indoor Worm Bin
"Arts & Crafts,Concerts,Nature,Best for KidsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/end-of-summer-jam-with-devin-garcia,End of Summer Jam with Devin Garcia
"Arts & Crafts,Education,Concerts,Dance,Nature,Art,Festivals,History,Best for Kids,Tours,Food,Talks,Fall Festivals",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/autumn-moon-festival,Autumn Moon Festival
"Fitness,History,Outdoor FitnessFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/capoeira-for-beginners,Capoeira for Beginners
EducationFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/walk-this-way-laying-bricks-and-pavers-for-garden-paths,Walk This Way: Laying Bricks and Pavers for Garden Paths
"Arts & Crafts,Education,Dance,Art,Festivals,Games,History,Best for Kids,Markets,Tours,Food,Fall FestivalsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/the-6th-annual-breukelen-country-fair,The 6th Annual Breukelen Country Fair
"Concerts,Free Summer ConcertsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/ingardens-free-jazz-concerts,InGardens Free Jazz Concerts
Best for KidsFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/the-great-miguelino-at-forest-park-carousel,The Great Miguelino at Forest Park Carousel
"Education,Nature,History,ToursFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/central-park-tour-southern-welcome-tour,Central Park Tour: Southern Welcome Tour
"Accessible,History,ToursFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/union-square-park-crossroads-of-new-york-walking-tour,Union Square Park: Crossroads of New York Walking Tour
"Arts & Crafts,Best for KidsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/paper-arts-and-crafts,CANCELLED: Paper Arts and Crafts
"Accessible,Arts & CraftsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/crochet-basics-accessories-adults,CANCELLED: Crochet Basics and Accessories - Adults
Best for KidsFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/the-great-miguelino-at-forest-park-carousel1,The Great Miguelino at Forest Park Carousel
"Accessible,Dance,Art,Festivals,WaterfrontFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/summer-on-the-hudson-dance-safari,Summer on the Hudson: Dance Safari!
DanceFree,09/23/2017,https://www.nycgovparks.org/events/2017/09/23/danza-highbridge-festival,Danza Highbridge Festival
"Concerts,DanceFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/tonight-we-dance-a-night-of-jazz-swing,Tonight We Dance: A Night of Jazz & Swing!
"Concerts,Dance,Festivals,Free Summer ConcertsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/lungs-harvest-festival-of-the-arts,LUNGS Harvest Festival of the Arts
"Nature,HikingFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/night-hike-light,Night Hike (Light)
"Accessible,Film,Best for Kids,Movies Under the StarsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/movies-under-the-stars-moana,Movies Under the Stars: Moana
"Accessible,Free Summer Movies,Movies Under the StarsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/movies-under-the-stars-the-motorcycle-diaries-r,Movies Under the Stars: The Motorcycle Diaries (R)
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/movies-under-the-stars-space-jam-1996,Movies Under the Stars: Space Jam (1996)
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/movies-under-the-stars-moana1,Movies Under the Stars: Moana
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/23/2017,https://www.nycgovparks.org/events/2017/09/23/movies-under-the-stars-thor-the-dark-world,Movies Under the Stars: Thor: The Dark World
FitnessFree,09/24/2017,https://www.nycgovparks.org/events/2017/09/24/nyrr-open-run-marine-park,NYRR Open Run: Marine Park
FitnessFree,09/24/2017,https://www.nycgovparks.org/events/2017/09/24/nyrr-open-run-conference-house-park,NYRR Open Run: Conference House Park
FitnessFree,09/24/2017,https://www.nycgovparks.org/events/2017/09/24/nyrr-open-run-crotona-park,NYRR Open Run: Crotona Park
FitnessFree,09/24/2017,https://www.nycgovparks.org/events/2017/09/24/nyrr-open-run-cunningham-park,NYRR Open Run: Cunningham Park
"Birding,NatureFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/birding-fall-migrants,Birding: Fall Migrants
"Markets,FoodFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/farmers-market,Cunningham Park Farmers Market
"Markets,Food",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/hattie-carthan-community-sunday-farmers-market,Hattie Carthan Community Sunday Farmers Market
"Fitness,Outdoor FitnessFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/free-yoga-in-the-hudson-boulevard-park,Free Yoga
"Fitness,Outdoor FitnessFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/tai-chi-fort-greene,Tai Chi Fort Greene
"Nature,History,Tours",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/prospect-park-walking-tours,Prospect Park Walking Tours
"Fitness,Outdoor Fitness",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/wellness-workshop-sun-salutationscelebrating-the-autumnal-equinox,Wellness Workshop: Sun Salutations - Celebrating the Autumnal Equinox
"Arts & Crafts,Nature,Best for Kids",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/family-art-project-wave-hill-ecology-in-a-bowl,Family Art Project: Wave Hill Ecology in a Bowl
"Volunteer,It's My ParkFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/fall-its-my-park-day-at-fort-tryon-park,Fall It's My Park Day at Fort Tryon Park
"Nature,History,ToursFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/waterfront-walks,Waterfront Walks
"Education,Nature,Hiking,WildlifeFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/living-with-whitetailed-deer,Living with White-Tailed Deer
